SMILES,pKa
NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,5.9
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,6.01
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,6.27
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,7.34
C#CCN(C)[C@H](C)Cc1ccc(F)cc1,7.42
C#CCN(C)[C@H](C)Cc1ccccc1,7.48
COC1C(OC(C)=O)CC(=O)OC(C)C/C=C\C=C/C(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,7.55
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,7.6
CO[C@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O[C@@H](O)CC(C)C)[C@H](C)O3)[C@@H](N(C)C)[C@H]2O)[C@@H](CCO)C[C@@H](C)[C@H](O)CC[C@@H]2O[C@H]2C[C@@H](C)O[C@@H](O)C[C@H]1O[C@H](C)O,7.61
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C\C(C)=C/C1COC1OC(C)C(O)C(OC)C1CC,7.73
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,7.8
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,7.84
CCN(CC)CC(=O)Nc1c(C)cccc1C,7.95
CC(=O)Oc1ccc2c3c1O[C@@H]1C(OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,7.96
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,7.97
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,8.02
CN1CCC[C@H]1c1cccnc1,8.11
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,8.22
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,8.31
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,8.31
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C\C(C)=C/C1COC1OC(C)C(O)C(OC)C1CC,8.36
COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2/C=C\C(=O)C(C)CC(CC=O)C1OC1OC(C)C(O)C(N(C)C)C1O,8.44
CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,8.48
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,8.55
N#Cc1ccc2c(c1)N(CCCCN1CCC(O)CC1)c1ccccc1S2,8.76
CCC1OC(=O)CC(O)CC(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C\C2OC2C1C,8.79
CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@]1(C)O,8.8
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,8.8
CCC1OC(=O)CC(O)C(C)C(CC=O)(OC2OC(C)CC(N(C)C)C2O)CC(C)C(=O)/C=C\C(C)=C/C1C,8.83
COC1CC(OC2C(C)C(O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,8.84
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,8.99
CCN(CC)CCOC(=O)c1ccc(N)cc1,9.04
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,9.06
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,9.06
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,9.07
CN(C)CCOC(c1ccccc1)c1ccccc1,9.1
Cc1cccc(C)c1OCC(C)N,9.14
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,9.23
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,9.26
CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@@H](C)[C@@H](O)[C@]1(C)O,9.27
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,9.27
CCCOC(=O)NCCCN(C)C,9.48
C=CCc1ccccc1OCC(O)CNC(C)C,9.51
CN(C)CCCN1c2ccccc2CCc2ccccc21,9.51
CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,9.52
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,9.52
CC(C)NCC(O)COc1cccc2ccccc12,9.53
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,9.53
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,9.54
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,9.54
CC(C)NCC(O)COc1cccc2[nH]ccc12,9.54
COCCc1ccc(OCC(O)CNC(C)C)cc1,9.56
C=CCOc1ccccc1OCC(O)CNC(C)C,9.57
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,9.57
CN[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,9.6
CN(C)CCOC1(c2ccccc2)CC2CCC1(C)C2(C)C,9.61
CNC(C)C(O)c1ccccc1,9.65
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC)c(C(C)=O)c1,9.66
NC(CC(=O)O)C(=O)O,9.67
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,9.69
Oc1ccc2c3c1O[C@H]1C(O)C=C[C@H]4[C@@H](C2)NCC[C@]314,9.8
CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,9.84
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,9.92
COc1cc(NC(C)CCCN)c2ncccc2c1,10.03
CNCCC=C1c2ccccc2CCc2ccccc21,10.13
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,10.32
NCCCCc1ccccc1,10.5
NC12CC3CC(CC(C3)C1)C2,10.68
CN1CCCC1c1cccnc1,8.1
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,8.7
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,8.7
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,8.99
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,10.1
CN1CCN2c3ncccc3Cc3ccccc3C2C1,7.3
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,9.76
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,9.26
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,9.5
CNCCCC12CCC(c3ccccc31)c1ccccc12,10.5
CN(C)CCCN1c2ccccc2Sc2ccccc21,9.28
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,8.18
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,8.32
CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,9.84
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,9.5
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,8.7
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,9.21
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,8.53
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,8.8
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,9.38
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,8.05
Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,9.8
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,7.63
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,7.94
Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,8.19
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,7.4
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,9.19
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,9.51
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,9.67
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,8.43
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,7.9
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,8.9
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,6.79
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,9.54
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,7.85
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,8.22
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,8.3
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,9.3
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,7.9
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,6.5
C[C@H](N)Cc1ccccc1,9.94
C[C@H](N)Cc1ccc(O)cc1,9.7
COc1cccc(C[C@H](C)N)c1,9.86
COc1ccc(C[C@H](C)N)cc1,9.99
CN1CCC=C(C(=O)O)C1,9.07
COC(=O)C1=CCCN(C)C1,7.64
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,7.87
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@@H]6[C@@H]5C[C@@H]43,8.28
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,7.44
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3[C@H](O)C12,7.32
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,7.68
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,7.72
CN1CCCC(C(=O)O)C1,9.7
COC(=O)C1CCCN(C)C1,8.39
COc1ccc2c3c1O[C@H]1[C@@H](O)C=CC4[C@@H](C2)N(C)CC[C@@]341,8.22
COc1ccc2c3c1O[C@H]1[C@@H](O)C=CC4[C@@H](C2)NCC[C@@]341,9.23
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,8.28
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,8.75
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,9.35
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C/CCCCCCCC,7.55
N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)O,7.18
N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)O,7.04
CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)O,7.77
CN[C@@H](C)[C@H](O)c1ccccc1,9.61
N[C@H]1[C@H](O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,8.14
C[C@H]1CCN2CCC[C@@H]12,11.4
CC1=CCN2CCC[C@@H]12,10.55
NCCc1c[nH]cn1,9.76
NCCc1nc[nH]c1I,9.2
NCCc1nc(I)[nH]c1I,8.2
CC(C)NCC(O)c1ccc(O)c(O)c1,8.65
C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,9.36
CNC(C)(C)Cc1ccccc1,10.37
CN[C@@H](C)Cc1ccccc1,9.99
CN[C@@H](C)Cc1ccc(O)cc1,9.62
COc1ccc(OC)c([C@H](O)[C@@H](C)N)c1,9.32
CNC(C)Cc1ccccc1OC,10.45
COCCc1ccc(OC[C@H](O)CNC(C)C)cc1,9.56
Cc1cccc(C)c1OC[C@@H](C)N,9.14
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=CC3[C@H]1C5,8.18
Oc1ccc2c3c1O[C@H]1[C@@H](O)C=CC4[C@@H](C2)NCC[C@@]341,9.8
CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@@H](O)C6O)c4O[C@H]2[C@@H](O)C=CC3[C@H]1C5,8.21
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@H]2OC(C(=O)O)[C@H](O)[C@H](O)C2O)C=CC3[C@H]1C5,8.14
C[C@@H](N)[C@@H](O)c1ccccc1,9.05
C[C@H](N)[C@@H](O)c1ccccc1,9.19
CC(C)(S)[C@@H](N)C(=O)O,7.83
CNCC(C)c1ccccc1,10.07
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,8.17
CC(C)NC[C@H](O)COc1cccc2ccccc12,9.5
CN1[C@H]2CC[C@@H]1[C@H](C(=O)O)[C@@H](O)C2,9.7
COC(=O)[C@@H]1[C@@H](O)C[C@@H]2CC[C@H]1N2C,8.15
CN1[C@H]2CC[C@@H]1CC(O)C2,10.06
CN[C@H](C)[C@@H](O)c1ccccc1,9.73
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,8.56
CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,9.72
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5C2[C@H]3C[C@H]46,8.26
CNCC(O)c1ccc(O)cc1,9.6
CN(C)CC[C@]12c3c4ccc(O)c3O[C@H]1[C@@H](O)CC[C@H]2CC4,8.65
NC(CO)(CO)CO,8.08
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,9.42
N[C@@H](Cc1ccc(O)cc1)C(=O)O,9.15
O=CO,3.74
CCC(=O)O,4.87
Nc1ccc(C(=O)O)cc1,4.87
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,2.3
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,2.74
CC1(C)SC2[C@H](NC(=O)C3(N)CCCC3)C(=O)N2[C@H]1C(=O)O,2.62
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,2.72
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,2.68
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,2.73
C[C@H](CCC(=O)O)C1CC[C@H]2C3[C@H](CC[C@]12C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,5.03
C[C@H](CCC(=O)O)C1CC[C@H]2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5.04
O=C(O)/C=C/c1ccccc1,4.45
CC(=O)OC(CC(=O)O)C[N+](C)(C)C,3.6
CCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,3.56
CCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,3.6
CCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,3.65
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,2.98
O=C(O)c1cc(O)c(O)c(O)c1,4.21
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,3.62
CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,4.44
C[C@@H](O)C(=O)O,3.86
C[C@H](O)C(=O)O,3.86
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,2.22
O=C(O)c1ccncc1,1.77
O=C(O)c1ccccn1,0.99
C/C=C/C=C/C(=O)O,4.5
Fc1ccc(S)cc1,6.35
Sc1cccc(Cl)c1,5.76
Sc1ccc(Cl)cc1,5.82
Sc1ccc(Br)cc1,5.8
SCc1ccccc1,9.43
Cc1ccc(S)cc1,6.47
O=C1OCC(O)=C1O,4.4
CC1CCC(=O)C1=O,9.6
CC1=C(O)C(O)=CC1,9.11
O=C1CCCCC1=O,10.3
Oc1ccccc1O,9.33
O=C(O)C1CCCC1,4.99
O=C1CCCC(=O)C1,5.26
Oc1cccc(O)c1,9.56
Oc1ccc(O)cc1,9.93
O=CC1CCCC1=O,5.83
[O-]c1ccccc1O,11.56
[O-]c1cccc(O)c1,11.32
[O-]c1ccc(O)cc1,11.57
O=C(O)C1CC1(Cl)Cl,3.51
O=C(O)C1CC1(Br)Br,3.57
O=C1CCC(Cl)C1=O,7.05
O=C(O)c1ccsc1,4.03
O=C(O)c1cccs1,3.46
O=C(O)c1ccc[se]1,3.43
O=P1(O)CCCCC1,2.73
O=C1CSCC(=O)C1,4.34
O=c1cccccc1,-0.82
OC1C=CC=CC=C1,-7.0
Cc1cccc(O)c1,10.01
Cc1ccc(O)cc1,10.22
Cc1ccccc1O,10.22
CC(=O)C1=CC=CC1,8.84
Oc1ccccc1Cl,8.4
Oc1ccccc1F,8.81
Oc1ccccc1I,8.4
Oc1ccccc1Br,8.4
Oc1cccc(Cl)c1,8.96
Oc1cccc(I)c1,9.02
Oc1cccc(Br)c1,8.99
Oc1ccc(Cl)cc1,9.29
Oc1ccc(F)cc1,9.88
Oc1ccc(I)cc1,9.32
Oc1ccc(Br)cc1,9.29
O=C1CCC(=O)C1=O,8.48
O=C1CCC(O)=C1O,4.8
O=C1CC(=O)C(=O)C1,3.0
O=C(O)c1ccco1,3.18
O=C(O)C1(O)CCC1,3.88
O=C(O)c1ccoc1,-0.59
CO[C@H]1C[C@H]1C(=O)O,4.76
CO[C@H]1C[C@@H]1C(=O)O,4.47
O=C1CCC([O-])=C1O,12.9
O=C1COC(=O)C1Cl,2.13
O=C1COC(=O)C1I,2.31
O=C1COC(=O)C1Br,2.23
Cc1nnc(C)n1N,9.85
CCCc1nnn[nH]1,5.61
CC(C)c1nnn[nH]1,5.55
Nc1ccnc(N)n1,7.26
Nc1cncnc1N,9.33
Cc1nnc(S)n1N,7.97
CSc1nc(N)n[nH]1,3.27
Nc1ccccc1N,4.43
N[C@H]1CCCC[C@H]1N,9.84
N[C@H]1CCCC[C@@H]1N,9.75
Nc1cccc(N)c1,5.04
Cn1ccc(=N)cc1,12.5
Cc1nccnc1C,2.24
Cc1cnc(C)cn1,1.95
C[C@H]1CN[C@@H](C)CN1,9.98
C[C@H]1CN[C@H](C)CN1,9.76
CN[C@H]1C[C@]1(C)NC,9.05
Cc1cnncc1C,4.13
Cc1ccnnc1C,4.1
Cc1n[nH]c(C)c1C,4.82
Cc1ccc(C)nn1,3.99
CCc1cccnn1,3.58
Cc1cnn(C)c1C,3.58
Cc1cc(C)n(C)n1,3.96
CN1CC=CCN1C,5.7
CN1CCCCN1C,6.66
Cc1cnnc(C)c1,4.11
Cc1cn(C)nc1C,3.56
N#Cc1cccnc1,1.48
CNc1cccnc1,6.41
CN[C@H]1C(C)[C@@H]1NC,9.03
CN[C@H]1[C@H](C)[C@H]1NC,9.13
Cc1cc(C)ncn1,2.7
N#Cc1ccccn1,-0.26
CNc1ccccn1,7.13
CC1=NCCCCN1,12.7
Cc1cccc(N)n1,7.4
CCc1nc(C)c[nH]1,8.5
Cc1ccc(N)nc1,7.22
Cc1cccnc1N,7.24
Cc1ccnc(N)c1,7.48
CCCc1ncc[nH]1,8.02
CCn1ccnc1C,8.09
N#Cc1ccncc1,1.91
Nc1ccc(N)cc1,6.16
Cc1cnccc1N,9.15
NCc1ccncc1,8.3
NCc1ccccn1,3.5
Cc1cncc(C)n1,2.11
C[C@H]1CNC[C@@H](C)N1,9.86
NCc1cccnc1,8.33
Cc1cc(N)ccn1,9.44
Nc1ccccc1[NH3+],1.3
N[C@H]1CCCC[C@@H]1[NH3+],6.71
N[C@@H]1CCCC[C@@H]1[NH3+],6.35
C[n+]1ccccc1N,12.2
Nc1cccc([NH3+])c1,2.46
Cc1ncc[nH+]c1C,-4.17
Cc1c[nH+]c(C)cn1,-4.42
C[C@H]1C[NH2+][C@@H](C)CN1,5.23
C[C@H]1CN[C@H](C)C[NH2+]1,5.29
CN[C@H]1C[C@]1(C)[NH2+]C,5.52
CNc1ccc[nH+]c1,-2.17
CN[C@H]1C(C)[C@@H]1[NH2+]C,5.68
CN[C@H]1[C@@H]([NH2+]C)[C@@H]1C,3.68
Nc1ccc([NH3+])cc1,2.86
Cc1cncc(C)[nH+]1,-4.48
C[C@H]1CNC[C@@H](C)[NH2+]1,5.4
[NH3+]Cc1ccncc1,4.05
[NH3+]Cc1ccccn1,3.1
[NH3+]Cc1cccnc1,3.71
[S-]c1ccnc([S-])n1,11.19
[S-]c1ccnc([S-])[nH+]1,6.46
Cc1n[nH]c(C)c1Cl,2.23
Nc1ccncc1F,4.77
Nc1ccncc1Br,7.15
Nc1ccc(Cl)cn1,4.83
Cn1ccnc1CS,8.88
Cc1cc([S-])[nH+]cn1,1.8
Cc1ccnc([S-])[nH+]1,2.2
Cc1cc([S-])ncn1,7.3
Cc1ccnc([S-])n1,8.0
O=C(O)c1cc[nH]n1,3.84
N[C@H]1CC(=O)NC1=O,9.0
CN1CC(=O)NC1=O,11.4
[O-]c1ccc([O-])nn1,13.0
[O-]c1ccc(O)n[nH+]1,5.73
[O-]c1cc(O)nc[nH+]1,5.4
O=[N+]([O-])c1ccc[nH]1,10.6
[O-]c1[nH+]cncc1O,1.99
Oc1ccc(O)[nH+]n1,-2.2
[NH3+][C@H]1CC(=O)NC1=O,5.9
[O-]c1ncncc1O,11.61
CC(=O)c1cc[nH]n1,11.85
Nc1ncccc1O,9.5
CC(=O)n1cccn1,3.16
NC(=O)[C@@H]1CCCN1,8.82
CC(=O)n1ccnc1,3.6
O=CN1CCNCC1,7.98
COc1ccnnc1,3.7
COc1cnccn1,0.75
COc1cccnn1,2.52
COc1ccncn1,2.5
Cc1cc([O-])[nH+]cn1,2.15
Cc1cc[nH+]c([O-])n1,3.15
C[n+]1cccnc1[O-],2.5
C[n+]1cnccc1[O-],1.84
Nc1cc[n+]([O-])cc1,3.61
C[n+]1cc(O)ccn1,1.74
N[n+]1ccccc1O,2.1
Cc1cc([O-])ncn1,9.0
C[n+]1ccncc1O,-0.04
C[n+]1ccc(O)nc1,1.91
Cc1ccnc([O-])n1,9.8
Nc1cccc[n+]1O,2.67
CCc1nsc(O)n1,6.89
COc1cnc(N)s1,4.98
[O-]c1ccnc([S-])n1,12.7
Oc1ccnc([Se-])[nH+]1,7.18
[O-]c1ccnc([S-])[nH+]1,7.75
NCc1ccccc1,9.36
NCC1CCCCC1,10.52
Cc1cccc(N)c1,4.7
Cc1ccc(N)cc1,5.04
CC1CCCCC1=N,9.38
Cc1ccccc1N,4.45
C[C@@H]1CCCC[C@@H]1N,10.6
C[C@H]1CCCC[C@@H]1N,10.62
C1CCCNCCC1,10.78
Cc1cncc(C)c1,6.15
Cc1ccncc1C,6.53
C=Cc1ccncc1,5.62
CCc1ccncc1,5.94
C=Cc1ccccn1,4.92
CCc1ccccn1,5.98
Cc1cccnc1C,6.57
Cc1ccc(C)nc1,6.4
Cc1c[nH]c(C)c1C,3.94
Cc1cccc(C)n1,6.85
C[C@H]1CCC[C@@H](C)N1,10.99
CN=C1CCCCC1,9.43
CNc1ccccc1,4.8
CCN1CCCCC1,10.68
CC1=CN(C)CC1C,9.6
CCN1CCC=C1C,11.88
CCN1CCCC1C,10.6
CC(C)N1CCCC1,11.22
CC1=CCCCN1C,11.42
CC1CCCCN1C,10.26
C=Cc1cccnc1,4.87
CCc1cccnc1,5.57
Cc1ccnc(C)c1,6.77
CCC1CCCN1C,9.78
Clc1cncc(Cl)c1,0.55
S=C(S)N1CCCC1,2.97
Nc1ccccc1Cl,2.64
Nc1ccccc1F,2.96
Nc1ccccc1Br,2.4
Cn1ccc(=S)cc1,1.36
Nc1cccc(Cl)c1,3.59
Nc1cccc(F)c1,3.41
Nc1cccc(I)c1,3.59
Nc1cccc(Br)c1,3.41
CSc1cccnc1,4.45
CSc1ccccn1,3.62
CSc1ccncc1,5.97
Nc1ccc(Cl)cc1,3.96
Nc1ccc(F)cc1,4.64
Nc1ccc(I)cc1,3.79
Nc1ccc(Br)cc1,3.79
C[n+]1cccc(S)c1,2.27
C[n+]1ccccc1S,-1.42
O=C(O)c1ccc[nH]1,-0.65
O=C1CCCC(=O)N1,11.43
O=C(O)c1cc[nH]c1,4.98
O/N=C\c1ccco1,10.82
O/N=C/c1ccco1,10.85
[O-][n+]1cccc(O)c1,6.4
[O-]c1ccnc([O-])c1,13.0
[O-]c1cc[nH+]cc1O,9.6
[O-][n+]1ccc(O)cc1,5.76
[O-]c1cccc[n+]1O,5.98
[O-]c1cc(O)cc[nH+]1,6.5
O=C(O)C1CCC[NH2+]1,1.99
O=C(O)[C@@H]1CCC[NH2+]1,1.94
O=C([O-])C1CCCN1,10.61
O=C([O-])[C@@H]1CCCN1,10.56
Oc1cc[nH+]c(O)c1,1.37
Oc1cc[nH+]cc1O,3.6
O=C([O-])C1CCNC1,10.72
O=C(O)C1CC[NH2+]C1,3.38
Oc1cccc[n+]1O,-0.71
O=[N+](O)C1=CC=CC1,3.25
Oc1cc[n+](O)cc1,2.4
O=C1CC(S)C(=O)N1,6.65
O=C(O)c1cncs1,2.99
O=C(O)c1cscn1,2.9
O=C(O)c1nccs1,2.57
O=C(O)[C@@H]1CSC[NH2+]1,1.58
O=C([O-])C1CSCN1,6.23
O=C([O-])[C@@H]1CSCN1,6.14
Nc1ccccc1O,9.71
N[C@H]1CCCC[C@@H]1O,9.35
N[C@@H]1CCCC[C@@H]1O,9.72
Nc1cccc(O)c1,9.85
